user,avg_rating,min_rating,max_rating,rating_volatility,avg_rating_change,win_rate,total_games,pct_bullet,pct_blitz,pct_rapid,pct_classical,first_game,last_game,days_active,rating_tier,activity_level,preferred_time_control
ThunderGodCid,2749.9,2741,2756,4.6,-0.33,0.6,15,1,0,0,0,2025-10-11T19:31:15Z,2025-10-15T17:45:38Z,3.926653182868052,Expert,Medium,Bullet
Shatkirti,2749.5,2739,2765,7.1,-0.33,0.5,15,1,0,0,0,2025-10-10T09:35:42Z,2025-10-15T10:52:18Z,5.053197141204167,Expert,Medium,Bullet
Oliverqueena,2744.1,2727,2756,9.2,-1.73,0.4,15,1,0,0,0,2025-10-13T13:40:45Z,2025-10-14T13:02:21Z,0.973327592594756,Expert,Medium,Bullet
Aristarch_Kukuev,2737.5,2693,2782,40,1.47,0.8,15,0,0.533,0.467,0,2025-10-12T19:21:49Z,2025-10-16T00:17:07Z,3.20507658564934,Expert,Medium,Blitz
WikiChess,2734.5,2723,2746,7,0.33,0.467,15,1,0,0,0,2025-10-15T11:30:16Z,2025-10-15T22:03:38Z,0.43984012731523425,Expert,Medium,Bullet
RayHolt,2731.3,2724,2739,4.7,-0.93,0.467,15,1,0,0,0,2025-10-13T15:28:10Z,2025-10-13T20:44:13Z,0.2194766550925043,Expert,Medium,Bullet
moshakvar,2728.8,2541,2754,52.3,0.87,0.467,15,0.933,0,0.067,0,2025-10-15T08:01:10Z,2025-10-15T17:56:08Z,0.41318004629678196,Expert,Medium,Bullet
Ninja_Checkmate_123,2728.1,2701,2747,13.8,1.07,0.8,15,1,0,0,0,2025-07-23T16:17:24Z,2025-10-14T11:52:17Z,82.81588432870254,Expert,Medium,Bullet
Al_Shima,2727.6,2709,2749,13.3,-3.07,0.267,15,1,0,0,0,2025-10-12T22:28:19Z,2025-10-12T22:55:52Z,0.01913111111080205,Expert,Medium,Bullet
Guary1,2719.2,2654,3091,149.3,-1.33,0.733,15,0.133,0.867,0,0,2025-10-09T01:29:51Z,2025-10-11T02:00:00Z,2.0209400810190923,Expert,Medium,Blitz
Americanchampion,2711.8,2681,2731,16.5,1.47,0.733,15,0,0.067,0.933,0,2025-09-05T08:52:03Z,2025-10-11T15:21:44Z,36.27061983796182,Expert,Medium,Rapid
okriak,2711.7,2699,2726,8.5,-0.87,0.533,15,0,1,0,0,2025-10-08T19:40:51Z,2025-10-14T13:11:20Z,5.729494097221781,Expert,Medium,Blitz
SupWitches,2711.6,2699,2719,5.8,-0.6,0.5,15,1,0,0,0,2025-10-13T19:05:15Z,2025-10-14T10:23:09Z,0.6374367708326489,Expert,Medium,Bullet
sgm2882,2708.9,2249,2814,208.2,4.6,0.867,15,0,0.8,0.067,0.133,2025-10-07T03:42:54Z,2025-10-11T06:27:55Z,4.114603356481703,Expert,Medium,Blitz
KonMarios2010,2708.4,2679,3000,80.9,0.87,0.633,15,0.067,0.933,0,0,2025-10-08T17:16:43Z,2025-10-11T05:32:56Z,2.511259270834702,Expert,Medium,Blitz
bardiash76,2701.4,2566,2876,122.5,-6.53,0.767,15,0.333,0,0.667,0,2025-09-18T07:22:54Z,2025-10-04T13:09:15Z,16.24051144676076,Expert,Medium,Rapid
dawid1398,2701.1,2691,2709,5.1,0,0.6,15,0,1,0,0,2025-10-10T11:15:58Z,2025-10-12T16:37:35Z,2.2233443402774906,Expert,Medium,Blitz
iwasbanned,2696.2,2687,2705,5.3,0.53,0.767,15,1,0,0,0,2025-10-16T01:30:32Z,2025-10-16T02:01:12Z,0.021301597221582026,Expert,Medium,Bullet
samaman123,2696.1,2680,2716,12.2,-2.8,0.5,15,1,0,0,0,2025-10-14T18:23:20Z,2025-10-15T17:53:34Z,0.9793353703700833,Expert,Medium,Bullet
Martino_Edenn,2682.3,2662,2694,9.7,-1.4,0.5,15,1,0,0,0,2025-10-15T16:52:54Z,2025-10-16T04:45:39Z,0.4949629398159407,Expert,Medium,Bullet
Anonimous-1981,2680.9,2641,2890,59.2,-0.6,0.533,15,0.067,0,0.933,0,2025-09-13T09:50:43Z,2025-10-10T12:58:29Z,27.13038973379466,Expert,Medium,Rapid
borocotoajua00,2680.3,2505,2787,111.2,6.47,0.767,15,0.667,0.333,0,0,2025-08-05T20:50:05Z,2025-10-13T22:32:57Z,69.0714438078718,Expert,Medium,Bullet
AlwaysMore,2677.5,2641,2715,19.2,3.67,0.633,15,1,0,0,0,2025-08-04T09:36:43Z,2025-08-05T12:40:21Z,1.1275260185201963,Expert,Medium,Bullet
vlad_00,2674.7,2374,2711,83.8,-4,0.267,15,0.933,0.067,0,0,2025-10-04T09:49:06Z,2025-10-12T15:00:02Z,8.215921724538008,Expert,Medium,Bullet
Chess_Training_2021,2668.5,2658,2688,6.9,0.67,0.5,15,1,0,0,0,2025-08-09T13:25:46Z,2025-10-14T12:00:20Z,65.94067495370352,Expert,Medium,Bullet
bijiy,2661.9,2367,2925,277.7,-1.47,0.2,15,0.533,0.467,0,0,2025-09-28T19:23:23Z,2025-10-15T00:06:48Z,16.19681894676001,Expert,Medium,Bullet
SashaKuzhilniy,2660.8,2647,2677,9.4,0.87,0.733,15,0,0,1,0,2025-10-05T10:20:00Z,2025-10-15T18:23:42Z,10.335896956021035,Expert,Medium,Rapid
i_love_1C,2659.7,2613,2691,22.2,4.4,0.8,15,0.267,0.533,0.2,0,2025-10-12T20:41:30Z,2025-10-15T19:36:04Z,2.954559699073434,Expert,Medium,Blitz
Frankeinsteinzombie,2656.1,2637,2753,28,1.6,0.7,15,0.067,0,0.933,0,2025-09-22T07:08:54Z,2025-10-15T05:08:50Z,22.91661519675895,Expert,Medium,Rapid
THE_MENSTRUAL_CYCLE,2655.2,2644,2666,6,1.47,0.667,15,1,0,0,0,2025-10-11T23:52:26Z,2025-10-14T20:17:55Z,2.851029513889441,Expert,Medium,Bullet
xhdnwxnnx,2652.6,2638,2664,8.6,-1.73,0.267,15,1,0,0,0,2025-10-10T06:15:52Z,2025-10-15T12:39:52Z,5.266666874998697,Expert,Medium,Bullet
Invisible_shadow14,2652,2321,2759,122.3,19.07,0.767,15,0.133,0.733,0.133,0,2023-10-28T19:57:52Z,2025-10-14T14:31:15Z,716.7731803819454,Expert,Medium,Blitz
Personaltouch,2651.9,2631,2661,8.3,-1.47,0.8,15,1,0,0,0,2025-10-14T10:34:45Z,2025-10-14T16:55:48Z,0.2646126851853397,Expert,Medium,Bullet
greennight,2647.4,2634,2661,9.5,-0.47,0.533,15,0,1,0,0,2025-10-13T16:10:03Z,2025-10-13T16:56:48Z,0.03246240740848912,Expert,Medium,Blitz
chesspawnrookking,2646,2407,2727,118.2,-1.2,0.733,15,0.733,0.067,0.2,0,2025-10-12T21:11:12Z,2025-10-13T17:44:14Z,0.856267662037302,Expert,Medium,Bullet
genius86,2645.5,2416,2666,63.6,0.93,0.967,15,0.933,0,0.067,0,2025-10-13T13:57:16Z,2025-10-15T23:25:30Z,2.394603692130358,Expert,Medium,Bullet
shidfar2007,2641.5,2595,2681,26.2,5.07,0.833,15,0,0.133,0.867,0,2025-10-08T15:07:04Z,2025-10-15T18:44:16Z,7.150829826389198,Expert,Medium,Rapid
AtalikS,2640.6,2628,2661,9.3,1.73,0.767,15,0,1,0,0,2025-10-15T20:03:59Z,2025-10-15T22:12:56Z,0.08953833333320088,Expert,Medium,Blitz
Draw-no,2640,2382,2678,72.2,0.2,0.6,15,0.933,0.067,0,0,2025-10-01T07:23:29Z,2025-10-09T18:16:19Z,8.453349583331082,Expert,Medium,Bullet
Vyga2012,2639.5,2622,2655,10.2,1.87,0.567,15,1,0,0,0,2025-10-12T13:26:23Z,2025-10-13T11:13:23Z,0.9076484606470223,Expert,Medium,Bullet
yhm250903,2637.8,2350,2734,96.1,-0.07,0.733,15,0.267,0.267,0.4,0.067,2025-10-11T19:09:31Z,2025-10-14T08:13:34Z,2.544480335648965,Expert,Medium,Mixed
chess-is-a-live,2635.5,2460,2674,70.6,0.93,0.667,15,0.867,0,0.133,0,2025-10-15T18:31:52Z,2025-10-16T04:24:23Z,0.411475949074935,Expert,Medium,Bullet
CaparoT1,2634.7,2627,2644,5.3,0.53,0.933,15,1,0,0,0,2025-10-12T05:25:29Z,2025-10-12T05:55:35Z,0.020903819443451033,Expert,Medium,Bullet
yasumichi,2634.1,2622,2648,7.3,1.4,0.4,15,0.933,0,0.067,0,2025-10-14T17:01:15Z,2025-10-15T11:53:50Z,0.7865135185172161,Expert,Medium,Bullet
Souren,2631.3,2599,2718,42.3,0.87,0.733,15,0.2,0.8,0,0,2025-10-13T19:45:46Z,2025-10-15T04:56:51Z,1.382694942128879,Expert,Medium,Blitz
Coach_Pineapple,2628.7,2413,2683,104.1,2,0.933,15,0.8,0.133,0.067,0,2025-10-11T19:48:54Z,2025-10-16T02:47:11Z,4.29048063657626,Expert,Medium,Bullet
artinkhan,2625.5,2611,2639,7.9,-1,0.467,15,0,1,0,0,2025-10-15T05:24:22Z,2025-10-15T06:36:16Z,0.04993197916558495,Expert,Medium,Blitz
pr0methazine,2623.2,2608,2641,9.5,-1.13,0.6,15,1,0,0,0,2025-10-09T00:23:06Z,2025-10-14T23:20:31Z,5.956545243056284,Expert,Medium,Bullet
blueberry_pancakes,2619.7,2608,2628,6.6,-0.6,0.5,15,1,0,0,0,2025-10-11T15:47:00Z,2025-10-13T21:32:00Z,2.2395832754616385,Expert,Medium,Bullet
josedavid321,2613.6,2554,2900,116.9,2.13,0.733,15,0.133,0,0.867,0,2025-10-10T15:16:05Z,2025-10-12T22:12:28Z,2.2891611111108903,Expert,Medium,Rapid
QuCaNi,2612.5,2588,2653,24.6,0.13,0.667,15,0,0.733,0.267,0,2025-10-10T10:58:32Z,2025-10-10T18:51:51Z,0.3286923495348957,Expert,Medium,Blitz
ilikeknights,2609.6,2600,2615,4.5,-0.67,0.467,15,1,0,0,0,2025-10-16T00:00:03Z,2025-10-16T00:24:20Z,0.01685850694499634,Expert,Medium,Bullet
Olaffo,2608.3,2601,2611,4.6,1.4,1,15,0,1,0,0,2025-07-10T23:04:28Z,2025-08-28T22:42:08Z,48.984497268520016,Expert,Medium,Blitz
PazificDreams,2607.6,2582,2700,27.5,3.4,0.767,15,0.067,0.933,0,0,2025-05-09T19:02:59Z,2025-07-15T15:37:19Z,66.85718378472107,Expert,Medium,Blitz
JL202074,2607.2,2521,2983,148.4,4.87,0.667,15,0.133,0,0.867,0,2025-09-07T18:00:33Z,2025-10-12T18:41:13Z,35.028239791666465,Expert,Medium,Rapid
N7PRO,2607.1,2599,2613,4,-0.73,0.367,15,0,1,0,0,2025-10-13T13:42:58Z,2025-10-15T13:28:20Z,1.9898338194439809,Expert,Medium,Blitz
Suleyman_Chess06,2606.1,2593,2613,5.8,-0.6,0.367,15,0,1,0,0,2025-10-11T19:49:10Z,2025-10-15T06:51:50Z,3.460181145830839,Expert,Medium,Blitz
Larrythecabledude,2604.5,2581,2636,18.7,-1.47,0.467,15,0,0.667,0.333,0,2025-10-09T17:21:12Z,2025-10-15T11:52:47Z,5.771932245371518,Expert,Medium,Blitz
august10song,2602.9,2575,2620,11.9,3.07,0.8,15,0,0,1,0,2025-10-13T12:45:39Z,2025-10-15T10:55:50Z,1.923735381944312,Expert,Medium,Rapid
steel_balls,2600.4,2563,2631,18.4,3.27,0.633,15,0,1,0,0,2025-10-15T20:00:59Z,2025-10-15T21:10:41Z,0.04840631944437822,Expert,Medium,Blitz
tobyrizzo,2597.7,2259,2793,243.9,3.07,0.733,15,0.667,0.333,0,0,2025-08-30T17:57:32Z,2025-09-18T15:08:42Z,18.882757349535822,Expert,Medium,Bullet
Master-06,2595.7,2575,2622,15.9,-2.53,0.333,15,1,0,0,0,2025-10-06T10:48:43Z,2025-10-06T11:15:19Z,0.018469999998256013,Expert,Medium,Bullet
topdawg13,2593.7,2515,2632,26.7,-4.47,0.3,15,0,0.067,0.933,0,2025-10-08T14:20:45Z,2025-10-13T12:00:14Z,4.902424918981614,Expert,Medium,Rapid
ChessTheory64,2591.7,2516,2627,41,0.07,0.767,15,0,0,0.733,0.267,2025-10-06T16:21:15Z,2025-10-15T23:58:33Z,9.3175651041666665,Expert,Medium,Rapid
Bultenibo,2589.5,2469,2663,56.5,6.4,0.733,15,0.8,0.2,0,0,2025-09-14T16:26:46Z,2025-10-10T18:56:59Z,26.10431069444451,Expert,Medium,Bullet
sutcunuri,2587.3,2573,2607,9.6,-1.13,0.533,15,0,1,0,0,2025-10-14T22:49:48Z,2025-10-15T14:18:58Z,0.6452485763888668,Expert,Medium,Blitz
BlixLT,2587.2,2316,2641,77.1,-2.47,0.433,15,0.933,0.067,0,0,2025-10-15T08:10:56Z,2025-10-15T14:24:38Z,0.25951417823908507,Expert,Medium,Bullet
apetkov,2584.5,2572,2603,8.7,4.33,0.8,15,1,0,0,0,2023-08-05T04:28:39Z,2025-03-16T00:22:28Z,588.8290430671308,Expert,Medium,Bullet
DedkovR,2584.3,2572,2598,8.5,1.6,0.7,15,0,1,0,0,2025-10-15T15:16:19Z,2025-10-15T20:57:42Z,0.23706090277819722,Expert,Medium,Blitz
adriano10,2584.3,2573,2597,5.9,1.93,0.833,15,1,0,0,0,2025-04-26T11:28:41Z,2025-04-26T12:51:20Z,0.057391979167306865,Expert,Medium,Bullet
fireatash,2584.3,2574,2596,6.8,-0.67,0.567,15,1,0,0,0,2025-10-15T10:13:45Z,2025-10-15T10:42:20Z,0.019849490741336788,Expert,Medium,Bullet
andy2342,2584.2,2576,2590,3.4,0.47,0.833,15,0,1,0,0,2025-10-13T22:21:36Z,2025-10-15T07:49:24Z,1.3943045949052881,Expert,Medium,Blitz
JohnStuckey,2581.6,2552,2616,24.1,-4.47,0.533,15,1,0,0,0,2025-10-15T05:06:40Z,2025-10-15T05:25:14Z,0.012900578702489535,Expert,Medium,Bullet
IsaacGarcia,2578.5,2562,2597,10.3,1.67,0.6,15,0,1,0,0,2025-08-03T15:45:42Z,2025-09-18T18:49:43Z,46.12779119213146,Expert,Medium,Blitz
Tomberg_Dmitry,2573.2,2556,2590,8.8,0.87,0.7,15,0,0,1,0,2025-10-08T19:21:38Z,2025-10-09T22:28:21Z,1.1296667129629188,Expert,Medium,Rapid
Alex_Soelden,2573.1,2554,2592,11.2,2.4,0.9,15,0,0,1,0,2025-09-14T16:22:21Z,2025-10-15T08:42:01Z,30.680317384258466,Expert,Medium,Rapid
Stamatis3,2571.5,2558,2580,6,0,0.533,15,1,0,0,0,2025-10-12T16:43:20Z,2025-10-12T16:59:15Z,0.011049513891339301,Expert,Medium,Bullet
salfetkaa5,2570,2523,2609,29.8,4.87,0.667,15,0,1,0,0,2025-10-15T23:37:02Z,2025-10-16T01:04:42Z,0.06087782407524409,Expert,Medium,Blitz
Thecourseoisildur,2567.4,2560,2577,4.7,0.67,0.833,15,0,1,0,0,2025-09-21T19:20:41Z,2025-09-25T19:35:00Z,4.009947650462941,Expert,Medium,Blitz
chessm3g1c,2565.7,2538,2619,23.7,-1.8,0.6,15,0,0.867,0.133,0,2025-10-09T18:59:26Z,2025-10-15T09:07:30Z,5.588925833335077,Expert,Medium,Blitz
AZESHION,2565.2,2551,2574,6.5,0.73,0.533,15,1,0,0,0,2025-10-15T19:21:29Z,2025-10-15T19:47:41Z,0.01818663194499634,Expert,Medium,Bullet
Crawlingflour,2557.1,2478,2675,71.7,-5.73,0.6,15,0.333,0.2,0.467,0,2025-10-05T18:24:35Z,2025-10-15T10:56:15Z,9.68866180555688,Expert,Medium,Rapid
Oleg_Sh,2557.1,2411,2827,195.3,1.07,0.8,15,0.333,0.667,0,0,2025-10-12T12:58:10Z,2025-10-15T14:30:14Z,3.063940474537236,Expert,Medium,Blitz
Novo_Chess,2556.7,2301,2657,155.7,-2.33,0.533,15,0.733,0.267,0,0,2025-10-02T21:28:09Z,2025-10-08T17:43:35Z,5.844056400463537,Expert,Medium,Bullet
Daniil1007,2554.7,2538,2566,7.7,1.33,0.533,15,1,0,0,0,2025-10-15T12:50:42Z,2025-10-15T18:17:28Z,0.22692415509234976,Expert,Medium,Bullet
watermelonlavida,2553.2,2536,2573,12.8,1.8,0.967,15,0,0,1,0,2025-10-05T12:19:17Z,2025-10-15T10:44:35Z,9.934231863427494,Expert,Medium,Rapid
nezdesh,2552.5,2542,2573,8.5,-1.93,0.433,15,1,0,0,0,2025-10-11T11:56:07Z,2025-10-15T15:20:01Z,4.141592743054584,Expert,Medium,Bullet
jaime_sonho01,2549.8,2541,2557,4.2,-1.2,0.733,15,0,1,0,0,2025-10-15T20:39:00Z,2025-10-15T21:56:51Z,0.05406189814761833,Expert,Medium,Blitz
ChessGenius-Intel,2549.3,2529,2568,10.3,1.93,0.733,15,0,0,1,0,2025-09-05T02:09:54Z,2025-10-15T03:43:15Z,40.06481925925723,Expert,Medium,Rapid
Shreyas_Adimulam,2541,2526,2555,8.9,0.4,0.733,15,1,0,0,0,2025-10-11T17:38:50Z,2025-10-14T16:10:09Z,2.9384178703692223,Expert,Medium,Bullet
nahsrav,2538.3,2332,2601,91.2,1.93,0.4,15,0.8,0.2,0,0,2025-09-14T14:10:42Z,2025-10-12T10:28:28Z,27.84566762731583,Expert,Medium,Bullet
FastKnightz,2535.9,2365,2604,101.5,-0.87,0.467,15,0.733,0.267,0,0,2025-10-14T16:28:54Z,2025-10-15T16:41:32Z,1.008772488426831,Expert,Medium,Bullet
Stubenfisch,2532.8,2518,2553,11.8,-2.2,0.533,15,1,0,0,0,2025-10-15T17:06:44Z,2025-10-15T17:22:37Z,0.011026157408400818,Expert,Medium,Bullet
chessexplained,2529.5,2523,2537,3.7,0.07,0.7,15,0,1,0,0,2025-10-12T18:21:17Z,2025-10-12T19:39:17Z,0.054167847222200145,Expert,Medium,Blitz
Romaa2011,2528.3,2505,2572,22.1,-4.4,0.333,15,0,1,0,0,2025-10-12T18:26:09Z,2025-10-12T19:34:30Z,0.04745913194561446,Expert,Medium,Blitz
Kleerkast,2524.7,2410,2561,47.4,-2.6,0.367,15,0.867,0.133,0,0,2025-10-11T09:02:39Z,2025-10-15T07:51:38Z,3.950678680555688,Expert,Medium,Bullet
NEXXEF,2524.7,2518,2535,5,-0.13,0.367,15,1,0,0,0,2025-10-15T10:49:37Z,2025-10-15T11:20:54Z,0.021726087963691465,Expert,Medium,Bullet
suaiFinn,2520.3,2510,2533,6.1,-1,0.433,15,0,1,0,0,2025-10-15T05:10:42Z,2025-10-15T11:32:33Z,0.26518032407319103,Expert,Medium,Blitz
penguingm1,2517.3,2481,2557,23.2,-0.93,0.467,15,1,0,0,0,2020-09-18T23:05:13Z,2023-12-28T20:11:47Z,1195.8795704282406,Expert,Medium,Bullet
Acva-Alenok,2513.3,2497,2528,8.9,-0.67,0.5,15,0,1,0,0,2025-10-10T09:56:21Z,2025-10-10T11:27:44Z,0.06345158564823646,Expert,Medium,Blitz
byebob,2513.3,2389,2705,141.5,1.13,0.533,15,0.533,0,0.333,0.133,2025-10-10T22:04:36Z,2025-10-15T01:19:49Z,4.135571284721847,Expert,Medium,Bullet
A_Tsarkov,2511.4,2504,2527,6.6,-0.73,0.467,15,1,0,0,0,2025-10-14T17:15:09Z,2025-10-16T04:22:49Z,1.4636639699091514,Expert,Medium,Bullet
h5h6h7,2508.8,2399,2561,66.2,1.87,0.7,15,0,0.267,0.733,0,2025-10-10T14:12:56Z,2025-10-13T13:42:18Z,2.9787196759272505,Expert,Medium,Rapid
Nosporchess,2508.3,2280,2640,137.2,0.2,0.567,15,0.533,0.333,0,0.133,2025-10-12T20:54:44Z,2025-10-15T17:53:23Z,2.8740633333336425,Expert,Medium,Bullet
lyxxj,2507,2497,2518,6,0.87,0.767,15,0,1,0,0,2025-10-12T18:42:40Z,2025-10-12T19:38:52Z,0.039025115740519985,Expert,Medium,Blitz
MW1966,2506.3,2504,2513,2.5,-0.07,0.9,15,0,0,1,0,2025-10-13T17:12:41Z,2025-10-15T17:13:16Z,2.0004087731490534,Expert,Medium,Rapid
HinaHongou,2504.1,2484,2522,12.1,0.53,0.633,15,1,0,0,0,2025-10-15T06:39:38Z,2025-10-15T21:58:54Z,0.638374236110184,Expert,Medium,Bullet
TheWeganka,2503.1,2452,2785,114.1,-0.07,0.6,15,0.133,0.867,0,0,2025-10-10T12:20:43Z,2025-10-15T14:43:13Z,5.098962893519136,Expert,Medium,Blitz
arshiya11389,2502,2490,2516,9.7,-2.4,0.567,15,0,1,0,0,2025-10-02T19:24:01Z,2025-10-13T15:54:25Z,10.854439062500994,Expert,Medium,Blitz
osimhenbaba2013,2502,2384,2585,92.9,0.93,0.7,15,0.6,0.4,0,0,2025-10-10T15:42:42Z,2025-10-15T15:36:32Z,4.995719074074317,Expert,Medium,Bullet
Wilbur_Tseng,2500.1,2490,2507,5.5,1.2,0.867,15,1,0,0,0,2025-09-08T02:49:47Z,2025-09-23T16:51:45Z,15.584690277777888,Expert,Medium,Bullet
R_Berzinsh,2498.1,2441,2553,47.7,2.07,0.8,15,0.467,0.533,0,0,2025-10-11T11:26:01Z,2025-10-15T04:46:37Z,3.722639374997881,Expert,Medium,Bullet
Xavierb05,2494.3,2483,2503,6,-1.73,0.433,15,1,0,0,0,2025-10-15T09:40:04Z,2025-10-15T18:08:59Z,0.3534036805563503,Expert,Medium,Bullet
daaleksandrov,2490.9,2426,2586,76.9,0.2,0.8,15,0.4,0,0.6,0,2025-10-15T17:17:34Z,2025-10-15T22:49:01Z,0.23018138888809417,Expert,Medium,Rapid
love_you_one,2489.3,2416,2620,90.6,0.93,0.667,15,0,0.667,0.333,0,2025-09-28T16:15:08Z,2025-10-11T14:18:51Z,12.919250312499978,Expert,Medium,Blitz
norespect12345678,2489.2,2480,2500,5.5,-0.93,0.433,15,0,1,0,0,2025-10-11T17:16:44Z,2025-10-15T16:06:05Z,3.9509378240726614,Expert,Medium,Blitz
Ahmet2000,2488.5,2478,2498,5.2,0.47,0.7,15,1,0,0,0,2025-09-23T13:27:54Z,2025-10-15T18:39:29Z,22.21637848379711,Expert,Medium,Bullet
Brillant_Sacriffice,2485.5,2378,2529,61,0.2,0.467,15,0,0.267,0.733,0,2025-10-01T18:04:51Z,2025-10-15T15:26:59Z,13.890372916666998,Expert,Medium,Rapid
CrouchingTiger,2481.7,2462,2496,10.2,1.33,0.633,15,1,0,0,0,2025-10-06T19:41:25Z,2025-10-10T03:08:01Z,3.31013583333404,Expert,Medium,Bullet
MakeHellTal,2480.3,2470,2496,8.7,1.6,0.6,15,1,0,0,0,2025-10-12T02:02:41Z,2025-10-15T00:55:43Z,2.9535012731480377,Expert,Medium,Bullet
Litke76,2476,2388,2495,25.3,0.07,0.533,15,0,0.933,0,0.067,2025-10-12T19:05:22Z,2025-10-15T19:56:55Z,3.0357882523150357,Expert,Medium,Blitz
Thorwald5,2475.5,2457,2481,6.3,-1.6,0.7,15,0,0.933,0,0.067,2025-10-07T18:52:20Z,2025-10-12T19:31:41Z,5.027322349537302,Expert,Medium,Blitz
CoachAnton,2468.6,2464,2478,5.3,0.4,0.9,15,0,1,0,0,2025-10-10T03:13:50Z,2025-10-12T01:54:50Z,1.945137245370834,Expert,Medium,Blitz
avcs,2468.3,2420,2586,55.1,-3.13,0.567,15,0,0.133,0.133,0.733,2025-10-02T12:17:49Z,2025-10-15T15:40:37Z,13.140834050926346,Expert,Medium,Classical
iCe_eNerGyTeaM,2467.9,2379,2537,51.3,0.8,0.8,15,0,0.6,0.2,0.2,2025-10-11T22:13:44Z,2025-10-15T19:49:00Z,3.8994930555561074,Expert,Medium,Blitz
snoozer,2467.6,2444,2495,16,2.4,0.667,15,0,1,0,0,2025-09-12T19:44:30Z,2025-10-11T18:18:52Z,28.940532812500994,Expert,Medium,Blitz
Xiliov,2465,2450,2477,7.5,-1.67,0.333,15,1,0,0,0,2025-09-16T19:54:16Z,2025-10-14T21:43:48Z,28.076060856481394,Expert,Medium,Bullet
Mohamed-Rezk,2455.3,2412,2606,73.2,0,0.5,15,0,0.8,0.2,0,2025-10-10T14:54:12Z,2025-10-11T21:12:15Z,1.2625311226866864,Expert,Medium,Blitz
Fifty-Fifty_is_backk,2453.3,2422,2474,16.5,2.87,0.633,15,0,1,0,0,2025-10-07T18:21:39Z,2025-10-15T02:40:17Z,7.3462737384272945,Expert,Medium,Blitz
Chess_switch,2453.1,2442,2466,6.6,-0.93,0.467,15,1,0,0,0,2025-10-06T21:52:10Z,2025-10-15T21:48:39Z,8.997558206019026,Expert,Medium,Bullet
sparrow_1,2452.3,2382,2707,122.8,5.4,1,15,0.2,0.8,0,0,2025-10-12T09:04:32Z,2025-10-14T19:16:44Z,2.425134814814837,Expert,Medium,Blitz
turkeysniper,2448.4,2433,2463,9.6,0.2,0.567,15,0,1,0,0,2025-09-07T19:01:26Z,2025-09-24T18:36:37Z,16.9827616898136,Expert,Medium,Blitz
puressence,2445.9,2441,2451,3.3,-0.13,0.767,15,1,0,0,0,2025-10-13T10:56:02Z,2025-10-15T06:55:13Z,1.8327647222219794,Expert,Medium,Bullet
Moussardraser,2444.9,2360,2492,46.5,-0.47,0.533,15,0,0.4,0.533,0.067,2025-10-14T17:08:40Z,2025-10-15T23:15:24Z,1.2546756597222002,Expert,Medium,Rapid
Attacker1386,2442.1,2261,2674,174.3,0.6,0.6,15,0.333,0.267,0.4,0,2025-10-13T11:39:59Z,2025-10-14T07:12:34Z,0.8142969328689355,Expert,Medium,Mixed
SabrinaCarpenter,2438.6,2430,2447,4.6,0.4,0.633,15,0,1,0,0,2025-10-15T10:46:39Z,2025-10-16T00:59:54Z,0.5925317708347683,Expert,Medium,Blitz
Andrey_Efimenko,2437.8,2398,2499,36.5,3.6,0.833,15,0.267,0.733,0,0,2025-04-16T03:17:40Z,2025-04-18T07:59:35Z,2.195773171296826,Expert,Medium,Blitz
Isaev_Anton_Val,2436.5,2387,2613,88.7,0.2,0.767,15,0.2,0.8,0,0,2025-10-07T14:00:13Z,2025-10-14T14:26:09Z,7.018009988425506,Expert,Medium,Blitz
uzkuzk,2436,2425,2447,6.8,0.93,0.833,15,0,0,0,1,2025-10-12T02:09:25Z,2025-10-16T02:37:26Z,4.019457187500817,Expert,Medium,Classical
se5eimaiekei,2433.5,2269,2512,91.1,-2.13,0.333,15,0.533,0.267,0,0.2,2025-10-07T12:49:34Z,2025-10-14T17:39:20Z,7.201225196760562,Expert,Medium,Bullet
IALIIALIIALI,2433.3,2190,2728,214.6,8.87,0.467,15,0.333,0.667,0,0,2025-09-27T19:59:57Z,2025-10-11T19:33:43Z,13.981775601853927,Expert,Medium,Blitz
VadimCernov,2430.3,2422,2439,6.2,0.73,0.8,15,0,1,0,0,2025-10-12T18:20:31Z,2025-10-12T19:38:02Z,0.053832129629121886,Expert,Medium,Blitz
Fumitoks,2427,2415,2442,7.9,-1.13,0.733,15,0,1,0,0,2025-10-14T16:59:49Z,2025-10-14T17:54:53Z,0.03824902777870496,Expert,Medium,Blitz
endeadfallezing,2423.9,2329,2564,112.6,0.07,0.533,15,0.4,0.6,0,0,2025-10-13T14:23:39Z,2025-10-15T16:12:23Z,2.075506481481371,Expert,Medium,Blitz
Salomon_V,2419.9,2205,2738,259.5,3.53,1,15,0.4,0,0,0.6,2025-10-14T04:52:35Z,2025-10-15T16:33:56Z,1.4870435532403212,Expert,Medium,Classical
Lmaoooooooooooooooo,2416.3,2402,2439,9,-2.13,0.367,15,1,0,0,0,2025-10-14T01:16:28Z,2025-10-15T17:21:09Z,1.6699248611099191,Expert,Medium,Bullet
kotikribolow,2414.2,2217,2598,167.8,1.67,0.7,15,0.067,0.2,0.267,0.467,2025-09-19T16:15:33Z,2025-10-10T15:57:45Z,20.987646238425814,Expert,Medium,Classical
