fide_id,player_name,title,country,gender,birth_year,rating_standard,rating_rapid,rating_blitz,games_played,federation_rating,rating_group,age,active_status,performance_category
21106678,Player_Under 1600_0223,None,USA,M,1993,950,859,841,13,963.113325627008,Under 1600,32,Inactive,Club Player
20335850,Player_Under 1600_0224,None,ARG,M,1988,1494,1411,1397,53,1538.9933632678988,Under 1600,37,Active,Club Player
71637858,Player_Under 1600_0225,None,KOR,F,1963,1026,1070,999,15,1077.8044810518236,Under 1600,62,Inactive,Club Player
46288242,Player_Under 1600_0226,None,UKR,M,1966,1120,1100,1138,59,1093.3642124975463,Under 1600,59,Active,Club Player
16364582,Player_Under 1600_0227,None,USA,M,1994,1453,1481,1493,74,1398.4502054616887,Under 1600,31,Active,Club Player
63728468,Player_Under 1600_0228,None,NOR,M,2008,992,905,880,63,1031.3527749527411,Under 1600,17,Active,Club Player
97339434,Player_Under 1600_0229,CM,Other,M,1978,869,851,843,90,883.2526291062859,Under 1600,47,Active,Titled
83462900,Player_Under 1600_0230,CM,GBR,M,1989,1195,1184,1168,13,1169.327419440269,Under 1600,36,Inactive,Titled
64098710,Player_Under 1600_0231,None,GER,M,1998,1356,1368,1429,50,1331.8979440358241,Under 1600,27,Active,Club Player
71413800,Player_Under 1600_0232,None,FRA,M,1983,1156,1185,1136,52,1126.601543010335,Under 1600,42,Active,Club Player
26469995,Player_Under 1600_0233,None,UKR,M,1954,1539,1450,1510,54,1546.1661972479599,Under 1600,71,Inactive,Club Player
15555232,Player_Under 1600_0234,FM,GER,M,1953,1323,1225,1206,20,1332.0960126560371,Under 1600,72,Inactive,Titled
18505317,Player_Under 1600_0235,None,TUR,M,1989,1283,1326,1336,94,1288.5386685650913,Under 1600,36,Active,Club Player
96795519,Player_Under 1600_0236,IM,FRA,M,2010,1078,1061,1127,14,1072.05728988379,Under 1600,15,Inactive,Master
18200738,Player_Under 1600_0237,None,ITA,M,1956,1100,1129,1064,60,1094.0650024245856,Under 1600,69,Active,Club Player
20176044,Player_Under 1600_0238,None,BRA,M,1980,1565,1559,1532,81,1571.0972775076973,Under 1600,45,Active,Club Player
86505074,Player_Under 1600_0239,None,JPN,M,1957,1182,1151,1169,47,1190.4287479291681,Under 1600,68,Active,Club Player
93415804,Player_Under 1600_0240,None,POL,M,1964,1258,1227,1194,79,1228.0418072917944,Under 1600,61,Active,Club Player
42907244,Player_Under 1600_0241,None,NOR,M,1992,1485,1461,1446,100,1523.8843260610638,Under 1600,33,Active,Club Player
50209509,Player_Under 1600_0242,None,ITA,M,1971,1343,1290,1297,25,1307.6618089926062,Under 1600,54,Active,Club Player
73381369,Player_Under 1600_0243,None,ITA,M,2001,1205,1155,1202,91,1173.241184926361,Under 1600,24,Active,Club Player
16215588,Player_Under 1600_0244,None,ESP,M,1960,849,810,832,35,813.727784259952,Under 1600,65,Active,Club Player
74402687,Player_Under 1600_0245,None,CAN,M,2002,1115,1054,980,28,1164.3357853752418,Under 1600,23,Active,Club Player
25266313,Player_Under 1600_0246,CM,ARG,F,1967,873,898,903,90,886.2021511453345,Under 1600,58,Active,Titled
34802491,Player_Under 1600_0247,None,ARG,M,1993,1151,1105,1127,56,1150.603958999477,Under 1600,32,Active,Club Player
76683210,Player_Under 1600_0248,None,UKR,M,1973,1409,1456,1523,52,1389.29602429988,Under 1600,52,Active,Club Player
74665494,Player_Under 1600_0249,None,NOR,M,2004,1511,1557,1486,69,1510.4610728895514,Under 1600,21,Active,Club Player
87640917,Player_Under 1600_0250,None,TUR,F,1968,966,932,965,11,954.8070309330822,Under 1600,57,Inactive,Club Player
27714243,Player_Under 1600_0251,CM,KOR,M,1952,1424,1442,1429,21,1464.9910309879397,Under 1600,73,Inactive,Titled
64235750,Player_Under 1600_0252,None,ARG,F,1993,1549,1524,1536,75,1560.0897690781737,Under 1600,32,Active,Club Player
42170121,Player_Under 1600_0253,None,ARG,M,1990,1115,1073,1138,13,1077.0572316090283,Under 1600,35,Inactive,Club Player
56644446,Player_Under 1600_0254,None,TUR,M,1988,833,800,824,19,800.9060301648909,Under 1600,37,Inactive,Club Player
74731490,Player_Under 1600_0255,None,NED,M,1977,1365,1314,1280,95,1384.0927358696183,Under 1600,48,Active,Club Player
54846163,Player_Under 1600_0256,None,Other,M,1976,1526,1478,1407,88,1501.6745056353955,Under 1600,49,Active,Club Player
55064199,Player_Under 1600_0257,None,CHN,M,1976,1474,1477,1452,37,1478.5492188650508,Under 1600,49,Active,Club Player
66582018,Player_Under 1600_0258,None,NOR,M,1951,1470,1435,1387,70,1456.3214894666776,Under 1600,74,Inactive,Club Player
16869167,Player_Under 1600_0259,None,BRA,M,1959,1154,1201,1182,78,1148.8844594830505,Under 1600,66,Active,Club Player
16724113,Player_Under 1600_0260,None,NED,M,1976,1247,1289,1270,22,1250.7527593160887,Under 1600,49,Active,Club Player
18710686,Player_Under 1600_0261,None,KOR,M,2010,1246,1257,1205,38,1271.3946135371789,Under 1600,15,Active,Club Player
97521811,Player_Under 1600_0262,CM,USA,M,1955,1304,1314,1331,24,1305.52583218876,Under 1600,70,Inactive,Titled
59339385,Player_Under 1600_0263,None,GBR,M,2001,978,951,963,25,980.2098599810017,Under 1600,24,Active,Club Player
56306031,Player_Under 1600_0264,None,UKR,M,1976,945,945,974,69,965.4359851888812,Under 1600,49,Active,Club Player
27297682,Player_Under 1600_0265,None,GER,M,1979,1557,1542,1586,31,1559.3127090880653,Under 1600,46,Active,Club Player
84541321,Player_Under 1600_0266,None,CAN,M,1993,1033,1011,1014,96,1034.8904284841592,Under 1600,32,Active,Club Player
90660284,Player_Under 1600_0267,CM,CHN,M,1954,1071,1109,1069,88,1069.2329189502957,Under 1600,71,Inactive,Titled
94631714,Player_Under 1600_0268,FM,GER,M,2010,1424,1441,1503,32,1416.4137039860314,Under 1600,15,Active,Titled
79152444,Player_Under 1600_0269,None,UKR,M,1980,1517,1526,1603,47,1558.6649910279075,Under 1600,45,Active,Club Player
47044713,Player_Under 1600_0270,None,CAN,M,1969,1364,1303,1343,43,1344.261954732157,Under 1600,56,Active,Club Player
77764812,Player_Under 1600_0271,None,BRA,M,1998,1107,1096,1176,53,1090.2634500548072,Under 1600,27,Active,Club Player
58326798,Player_Under 1600_0272,None,GER,M,1969,1474,1486,1543,100,1423.542035473733,Under 1600,56,Active,Club Player
79503373,Player_Under 1600_0273,None,ITA,M,1955,1083,1064,1118,78,1048.0807917123866,Under 1600,70,Inactive,Club Player
41725823,Player_Under 1600_0274,None,FRA,M,1951,1269,1295,1297,60,1252.1118556983424,Under 1600,74,Inactive,Club Player
32622896,Player_Under 1600_0275,None,IND,M,1975,1325,1308,1313,15,1343.1785313743642,Under 1600,50,Inactive,Club Player
36936017,Player_Under 1600_0276,None,GER,M,1952,873,875,922,37,865.9385111955036,Under 1600,73,Inactive,Club Player
64191733,Player_Under 1600_0277,None,POL,M,1993,889,823,800,12,886.2564767214882,Under 1600,32,Inactive,Club Player
27888177,Player_Under 1600_0278,None,KOR,F,1965,802,841,853,79,793.012847117807,Under 1600,60,Active,Club Player
12533356,Player_Under 1600_0279,None,ESP,M,2007,1394,1395,1361,97,1373.1733275829565,Under 1600,18,Active,Club Player
37332811,Player_Under 1600_0280,None,NED,M,2010,1093,1019,1038,46,1089.7434228770105,Under 1600,15,Active,Club Player
24491810,Player_Under 1600_0281,FM,NOR,M,1992,1543,1553,1584,37,1540.1888323703317,Under 1600,33,Active,Titled
53229657,Player_Under 1600_0282,None,BRA,M,1969,896,815,812,52,923.1462439206856,Under 1600,56,Active,Club Player
74492039,Player_Under 1600_0283,None,IND,F,1958,1150,1184,1219,100,1164.8161060175423,Under 1600,67,Active,Club Player
95156507,Player_Under 1600_0284,None,RUS,M,2005,1219,1200,1136,50,1225.1678685133052,Under 1600,20,Active,Club Player
72260589,Player_Under 1600_0285,CM,POL,M,1974,832,800,807,26,817.473218011668,Under 1600,51,Active,Titled
16309559,Player_Under 1600_0286,None,NED,M,1999,1164,1095,1121,89,1126.3529112474953,Under 1600,26,Active,Club Player
59751025,Player_Under 1600_0287,None,USA,M,1981,1473,1382,1345,41,1486.182286552028,Under 1600,44,Active,Club Player
22052065,Player_Under 1600_0288,None,ARG,M,1956,1030,945,866,81,997.1002961703548,Under 1600,69,Active,Club Player
30809796,Player_Under 1600_0289,None,Other,M,1962,1230,1248,1267,74,1209.8667859016798,Under 1600,63,Active,Club Player
94031865,Player_Under 1600_0290,None,POL,M,1975,915,946,1012,98,912.5531202522246,Under 1600,50,Active,Club Player
11147121,Player_Under 1600_0291,None,ARG,M,1974,886,886,926,22,923.2397553130683,Under 1600,51,Active,Club Player
21660206,Player_Under 1600_0292,None,BRA,M,1991,836,883,851,37,869.4503581973976,Under 1600,34,Active,Club Player
21734014,Player_Under 1600_0293,None,JPN,M,1996,1203,1122,1083,72,1190.7801343506028,Under 1600,29,Active,Club Player
82545916,Player_Under 1600_0294,None,JPN,M,1961,1183,1192,1197,55,1222.006267983799,Under 1600,64,Active,Club Player
43096426,Player_Under 1600_0295,None,USA,M,1976,1120,1020,1014,78,1180.6286439955493,Under 1600,49,Active,Club Player
79691159,Player_Under 1600_0296,None,JPN,M,1978,939,944,932,17,933.6786899929031,Under 1600,47,Inactive,Club Player
71430940,Player_Under 1600_0297,None,NOR,M,1990,1325,1235,1215,32,1330.1859335853385,Under 1600,35,Active,Club Player
68961110,Player_Under 1600_0298,None,CHN,M,1973,1214,1171,1163,49,1215.3238976236596,Under 1600,52,Active,Club Player
34563347,Player_Under 1600_0299,None,JPN,M,1995,1548,1476,1463,34,1576.5250067412003,Under 1600,30,Active,Club Player
55256998,Player_Under 1600_0300,FM,IND,M,1951,995,951,963,20,952.6361822621916,Under 1600,74,Inactive,Titled
44087742,Player_Under 1600_0301,None,UKR,M,1982,1190,1152,1188,10,1177.9981591869482,Under 1600,43,Inactive,Club Player
11321962,Player_Under 1600_0302,None,ESP,M,1963,1075,1064,1084,37,1067.5086806563559,Under 1600,62,Active,Club Player
42206800,Player_Under 1600_0303,None,NOR,M,1971,1100,1046,1055,67,1131.0758776829964,Under 1600,54,Active,Club Player
66691059,Player_Under 1600_0304,None,BRA,M,1994,1166,1145,1067,71,1180.9333249051076,Under 1600,31,Active,Club Player
51069888,Player_Under 1600_0305,None,ESP,M,1964,1070,1042,1013,95,1046.1684174822697,Under 1600,61,Active,Club Player
83086288,Player_Under 1600_0306,None,CHN,M,1984,1511,1510,1498,53,1502.8392371977252,Under 1600,41,Active,Club Player
37515576,Player_Under 1600_0307,None,KOR,M,1968,1202,1136,1198,88,1242.9998831515893,Under 1600,57,Active,Club Player
74771737,Player_Under 1600_0308,None,UKR,M,1994,1489,1476,1409,44,1476.3094085875223,Under 1600,31,Active,Club Player
13727060,Player_Under 1600_0309,None,GER,M,1978,1373,1340,1341,42,1378.2283925519203,Under 1600,47,Active,Club Player
92301730,Player_Under 1600_0310,None,BRA,M,1966,881,929,861,43,926.4434708011249,Under 1600,59,Active,Club Player
92023208,Player_Under 1600_0311,None,NED,M,1974,1113,1119,1096,31,1121.8979893122141,Under 1600,51,Active,Club Player
37967835,Player_Under 1600_0312,None,IND,M,1987,996,946,893,10,999.6259539029414,Under 1600,38,Inactive,Club Player
35807711,Player_Under 1600_0313,None,TUR,M,1987,1438,1355,1277,52,1411.4668915421591,Under 1600,38,Active,Club Player
84263066,Player_Under 1600_0314,None,ARG,M,1989,990,944,975,11,1002.0594416195489,Under 1600,36,Inactive,Club Player
33075071,Player_Under 1600_0315,None,ITA,M,1977,1344,1364,1325,72,1375.3235701816848,Under 1600,48,Active,Club Player
81355981,Player_Under 1600_0316,CM,CHN,M,2010,1181,1206,1197,91,1185.4392856741881,Under 1600,15,Active,Titled
13759860,Player_Under 1600_0317,None,GBR,F,1968,978,913,852,15,972.0179844978101,Under 1600,57,Inactive,Club Player
41451675,Player_Under 1600_0318,None,NED,M,1961,1239,1220,1217,24,1222.6944672669042,Under 1600,64,Active,Club Player
75671678,Player_Under 1600_0319,None,GER,F,1958,888,868,891,46,883.7381054074074,Under 1600,67,Active,Club Player
95963112,Player_Under 1600_0320,None,POL,F,2004,829,815,800,32,855.2180984454543,Under 1600,21,Active,Club Player
20291570,Player_Under 1600_0321,None,IND,M,1995,1194,1146,1190,10,1197.3282988697888,Under 1600,30,Inactive,Club Player
33196136,Player_Under 1600_0322,None,NOR,M,2008,1445,1388,1451,83,1477.5760065923491,Under 1600,17,Active,Club Player
54768801,Player_Under 1600_0323,CM,CHN,M,1976,941,922,914,36,964.0832630349023,Under 1600,49,Active,Titled
51740571,Player_Under 1600_0324,None,ESP,F,1955,1299,1265,1264,74,1288.4537280035108,Under 1600,70,Inactive,Club Player
63461521,Player_Under 1600_0325,CM,FRA,M,1995,1577,1560,1542,13,1561.418033420182,Under 1600,30,Inactive,Titled
57446878,Player_Under 1600_0326,None,JPN,M,1951,1110,1061,1058,43,1116.4222007401552,Under 1600,74,Inactive,Club Player
67090077,Player_Under 1600_0327,None,Other,M,2000,1375,1332,1340,44,1385.8326123360991,Under 1600,25,Active,Club Player
71758936,Player_Under 1600_0328,None,NOR,M,1972,979,955,977,27,950.686881960333,Under 1600,53,Active,Club Player
13764901,Player_Under 1600_0329,None,Other,F,1981,808,800,800,50,786.1511425782492,Under 1600,44,Active,Club Player
83593664,Player_Under 1600_0330,None,POL,M,1990,1368,1357,1281,55,1369.9009260584767,Under 1600,35,Active,Club Player
79752160,Player_Under 1600_0331,None,Other,F,1989,996,934,985,24,947.3590166889296,Under 1600,36,Active,Club Player
52489947,Player_Under 1600_0332,None,CHN,M,1962,1182,1100,1028,87,1175.2860726938552,Under 1600,63,Active,Club Player
61174948,Player_1600–1999_0001,None,KOR,M,1994,1958,1984,1959,66,1906.131271767758,1600–1999,31,Active,Club Player
56851660,Player_1600–1999_0002,None,FRA,M,1992,1697,1723,1783,61,1676.1157466060301,1600–1999,33,Active,Club Player
68476015,Player_1600–1999_0003,None,ESP,M,1990,1637,1643,1635,46,1669.5904842730163,1600–1999,35,Active,Club Player
75965413,Player_1600–1999_0004,None,ESP,M,1997,1678,1676,1619,59,1670.5930276123179,1600–1999,28,Active,Club Player
90752118,Player_1600–1999_0005,None,NOR,M,1995,1670,1614,1619,59,1658.6189124743607,1600–1999,30,Active,Club Player
66828340,Player_1600–1999_0006,None,Other,M,1963,1638,1636,1556,21,1669.388561679518,1600–1999,62,Active,Club Player
45783355,Player_1600–1999_0007,None,IND,M,2005,1937,1869,1913,36,1951.6621560425338,1600–1999,20,Active,Club Player
52790991,Player_1600–1999_0008,CM,IND,M,2009,1803,1793,1824,69,1805.951316048743,1600–1999,16,Active,Titled
75563693,Player_1600–1999_0009,None,NOR,M,1954,1748,1664,1735,65,1748.8588495128954,1600–1999,71,Inactive,Club Player
23473603,Player_1600–1999_0010,None,RUS,M,2009,1882,1888,1895,19,1909.0682661822757,1600–1999,16,Inactive,Club Player
72944856,Player_1600–1999_0011,None,ESP,M,1985,1895,1943,1939,43,1870.1084305511506,1600–1999,40,Active,Club Player
45976405,Player_1600–1999_0012,None,POL,M,1962,1768,1751,1708,57,1773.9141099427904,1600–1999,63,Active,Club Player
63173847,Player_1600–1999_0013,None,GBR,M,1964,1723,1727,1709,86,1724.4014447001032,1600–1999,61,Active,Club Player
33081169,Player_1600–1999_0014,None,TUR,M,1970,1887,1818,1822,82,1879.0947482641845,1600–1999,55,Active,Club Player
53393266,Player_1600–1999_0015,None,Other,F,1952,1776,1724,1752,60,1754.1647842530324,1600–1999,73,Inactive,Club Player
38002594,Player_1600–1999_0016,None,RUS,M,1963,1737,1747,1699,31,1728.9540408177581,1600–1999,62,Active,Club Player
16920459,Player_1600–1999_0017,None,NED,M,1967,1986,2035,2001,33,1977.6063896577682,1600–1999,58,Active,Club Player
40307668,Player_1600–1999_0018,None,GER,M,1954,1735,1688,1630,66,1715.807581411312,1600–1999,71,Inactive,Club Player
22058010,Player_1600–1999_0019,None,ITA,M,1997,1677,1607,1569,24,1708.298900433493,1600–1999,28,Active,Club Player
12541716,Player_1600–1999_0020,IM,CHN,M,1970,1763,1664,1734,83,1782.7439042699682,1600–1999,55,Active,Master
99428016,Player_1600–1999_0021,None,KOR,M,1955,1677,1674,1676,21,1679.2559455332487,1600–1999,70,Inactive,Club Player
51992265,Player_1600–1999_0022,None,POL,M,1961,1712,1661,1646,23,1729.4177909431066,1600–1999,64,Active,Club Player
42265228,Player_1600–1999_0023,None,POL,M,1999,1716,1634,1639,35,1728.109186568271,1600–1999,26,Active,Club Player
98925682,Player_1600–1999_0024,CM,GBR,M,1952,1962,1978,2004,29,1970.7692496631987,1600–1999,73,Inactive,Titled
60067280,Player_1600–1999_0025,None,GER,M,1976,1905,1929,1909,48,1936.7082181608516,1600–1999,49,Active,Club Player
57617279,Player_1600–1999_0026,None,USA,M,1987,1720,1720,1712,43,1707.0000991004467,1600–1999,38,Active,Club Player
61018256,Player_1600–1999_0027,None,UKR,F,1999,1864,1841,1870,16,1889.1334747495293,1600–1999,26,Inactive,Club Player
41216135,Player_1600–1999_0028,None,GBR,M,1967,1803,1713,1681,61,1817.3605949393402,1600–1999,58,Active,Club Player
88638959,Player_1600–1999_0029,None,TUR,M,1997,1993,1949,1966,87,1928.7036197824023,1600–1999,28,Active,Club Player
26710432,Player_1600–1999_0030,None,Other,M,1958,1613,1566,1553,97,1576.9940733023363,1600–1999,67,Active,Club Player
52043702,Player_1600–1999_0031,None,GER,M,1976,1692,1698,1689,80,1681.8875072241692,1600–1999,49,Active,Club Player
15743331,Player_1600–1999_0032,None,CAN,M,2001,1899,1884,1894,35,1932.4217553633625,1600–1999,24,Active,Club Player
82391921,Player_1600–1999_0033,None,ITA,M,1966,1874,1867,1913,14,1897.8116066702753,1600–1999,59,Inactive,Club Player
99072590,Player_1600–1999_0034,None,KOR,M,1952,1850,1758,1726,43,1866.5335796155882,1600–1999,73,Inactive,Club Player
44297962,Player_1600–1999_0035,None,POL,M,1964,1898,1833,1783,59,1882.9975124163811,1600–1999,61,Active,Club Player
25377733,Player_1600–1999_0036,None,JPN,F,1994,1873,1850,1918,13,1874.5306775505228,1600–1999,31,Inactive,Club Player
58269029,Player_1600–1999_0037,None,JPN,M,1985,1678,1655,1703,49,1677.0319573980148,1600–1999,40,Active,Club Player
61552948,Player_1600–1999_0038,None,POL,M,1998,1905,1824,1768,68,1900.5423631509304,1600–1999,27,Active,Club Player
74909124,Player_1600–1999_0039,None,CAN,M,1951,1837,1850,1770,90,1809.9374512069123,1600–1999,74,Inactive,Club Player
28912073,Player_1600–1999_0040,None,CHN,M,1972,1909,1864,1837,87,1900.7828105328574,1600–1999,53,Active,Club Player
19402621,Player_1600–1999_0041,None,Other,M,1977,1930,1955,2011,51,1903.304014505166,1600–1999,48,Active,Club Player
71177356,Player_1600–1999_0042,None,ITA,M,1951,1943,1887,1851,16,1967.7143993640552,1600–1999,74,Inactive,Club Player
71138890,Player_1600–1999_0043,None,CHN,M,2007,1721,1687,1666,54,1708.0705366928748,1600–1999,18,Active,Club Player
72624081,Player_1600–1999_0044,None,UKR,M,1952,1955,1999,2029,47,1958.13998237133,1600–1999,73,Inactive,Club Player
62139795,Player_1600–1999_0045,None,UKR,M,2009,1836,1775,1696,52,1860.6994403641131,1600–1999,16,Active,Club Player
27712422,Player_1600–1999_0046,None,ITA,M,1994,1863,1771,1811,84,1879.5211743445043,1600–1999,31,Active,Club Player
68656825,Player_1600–1999_0047,None,IND,M,1971,1633,1636,1589,80,1603.0691398156039,1600–1999,54,Active,Club Player
85573912,Player_1600–1999_0048,None,IND,M,1952,1708,1636,1566,51,1640.146744374817,1600–1999,73,Inactive,Club Player
48211807,Player_1600–1999_0049,None,RUS,M,1986,1961,1991,2046,11,1953.9847999571805,1600–1999,39,Inactive,Club Player
20543531,Player_1600–1999_0050,None,NED,M,2000,1654,1646,1712,12,1672.3068685956616,1600–1999,25,Inactive,Club Player
46640592,Player_1600–1999_0051,None,USA,F,1970,1726,1764,1767,60,1722.6325033050994,1600–1999,55,Active,Club Player
96394501,Player_1600–1999_0052,None,NOR,M,2000,1764,1717,1796,100,1766.5678286123464,1600–1999,25,Active,Club Player
65908227,Player_1600–1999_0053,None,KOR,M,2009,1643,1551,1593,66,1649.3314568517771,1600–1999,16,Active,Club Player
86705152,Player_1600–1999_0054,FM,UKR,M,2010,1775,1799,1797,21,1765.5443646384376,1600–1999,15,Active,Titled
88403101,Player_1600–1999_0055,FM,IND,M,1958,1996,1997,1920,40,1982.8897194291978,1600–1999,67,Active,Titled
58004606,Player_1600–1999_0056,None,RUS,M,1987,1999,2008,1995,76,1982.3072404956952,1600–1999,38,Active,Club Player
82916602,Player_1600–1999_0057,None,ESP,M,1981,1634,1572,1495,92,1635.6083823264487,1600–1999,44,Active,Club Player
87479385,Player_1600–1999_0058,CM,NOR,M,1982,1644,1659,1724,33,1670.930783912059,1600–1999,43,Active,Titled
80904444,Player_1600–1999_0059,None,CAN,M,1996,1968,1997,1927,39,1987.8051667504694,1600–1999,29,Active,Club Player
88053479,Player_1600–1999_0060,None,FRA,M,2006,1881,1808,1843,23,1872.233011420939,1600–1999,19,Active,Club Player
94792470,Player_1600–1999_0061,None,POL,M,2005,1735,1717,1790,79,1748.0919752155623,1600–1999,20,Active,Club Player
79786365,Player_1600–1999_0062,None,CAN,M,1982,1740,1658,1628,16,1723.2767999941343,1600–1999,43,Inactive,Club Player
20479969,Player_1600–1999_0063,None,NOR,M,1990,1643,1598,1580,96,1651.0275195383551,1600–1999,35,Active,Club Player
88957742,Player_1600–1999_0064,None,ESP,F,1966,1941,1931,1965,33,1907.010573145044,1600–1999,59,Active,Club Player
83876225,Player_1600–1999_0065,None,ARG,M,1984,1795,1738,1713,65,1775.33759734928,1600–1999,41,Active,Club Player
30886966,Player_1600–1999_0066,None,IND,M,1973,1641,1569,1583,96,1657.0289042535521,1600–1999,52,Active,Club Player
10284991,Player_1600–1999_0067,CM,ITA,M,1954,1993,2025,2104,45,1995.9651462080199,1600–1999,71,Inactive,Titled
33029033,Player_1600–1999_0068,None,NOR,M,1998,1952,1893,1914,71,1964.343278032388,1600–1999,27,Active,Club Player
56641444,Player_1600–1999_0069,None,GER,M,1964,1690,1671,1729,14,1712.3529393566546,1600–1999,61,Inactive,Club Player
36770087,Player_1600–1999_0070,None,UKR,F,2001,1683,1639,1578,64,1629.2738979373123,1600–1999,24,Active,Club Player
49261841,Player_1600–1999_0071,IM,Other,M,2010,1989,1907,1941,40,1965.7370538431403,1600–1999,15,Active,Master
32322949,Player_1600–1999_0072,CM,RUS,M,1956,1849,1758,1803,97,1907.9599158876917,1600–1999,69,Active,Titled
74117591,Player_1600–1999_0073,FM,NED,M,1965,1746,1779,1791,32,1672.802463489561,1600–1999,60,Active,Titled
94657872,Player_1600–1999_0074,None,FRA,M,2008,1663,1652,1714,23,1651.4263108285893,1600–1999,17,Active,Club Player
10204038,Player_1600–1999_0075,CM,NOR,M,1961,1902,1900,1881,10,1900.0501692003975,1600–1999,64,Inactive,Titled
98559408,Player_1600–1999_0076,None,UKR,M,1987,1978,1981,2007,69,1949.7344660437327,1600–1999,38,Active,Club Player
32200356,Player_1600–1999_0077,None,JPN,M,1967,1873,1895,1950,70,1869.4477613840281,1600–1999,58,Active,Club Player
26393347,Player_1600–1999_0078,None,GBR,M,1980,1749,1654,1642,64,1757.239759796623,1600–1999,45,Active,Club Player
19007914,Player_1600–1999_0079,CM,NED,M,1979,1769,1711,1706,53,1773.6935278640267,1600–1999,46,Active,Titled
21287316,Player_1600–1999_0080,None,Other,M,1988,1798,1793,1840,47,1824.206569369134,1600–1999,37,Active,Club Player
25932810,Player_1600–1999_0081,None,KOR,M,1966,1965,1991,2000,75,2013.2085561745325,1600–1999,59,Active,Club Player
67226356,Player_1600–1999_0082,None,GBR,M,1958,1979,2014,1985,83,1972.1408366791143,1600–1999,67,Active,Club Player
99271756,Player_1600–1999_0083,None,POL,M,1985,1961,1952,1874,69,1961.8084506906102,1600–1999,40,Active,Club Player
22323428,Player_1600–1999_0084,None,TUR,M,1975,1630,1677,1755,28,1615.0783349416545,1600–1999,50,Active,Club Player
58735790,Player_1600–1999_0085,None,IND,M,1965,1941,1849,1879,89,1951.5444906980306,1600–1999,60,Active,Club Player
47899090,Player_1600–1999_0086,None,BRA,M,1974,1939,1921,1952,13,2013.1368428499545,1600–1999,51,Inactive,Club Player
74244228,Player_1600–1999_0087,None,ESP,M,1972,1770,1696,1670,16,1771.50215295063,1600–1999,53,Inactive,Club Player
99775556,Player_1600–1999_0088,None,GBR,M,1959,1998,1922,1905,36,1978.398299484904,1600–1999,66,Active,Club Player
31282675,Player_1600–1999_0089,FM,GBR,M,1950,1705,1610,1647,87,1710.8677709940712,1600–1999,75,Inactive,Titled
13133313,Player_1600–1999_0090,None,TUR,F,1990,1870,1813,1885,65,1849.5375167064765,1600–1999,35,Active,Club Player
31846579,Player_1600–1999_0091,None,GBR,M,1988,1628,1642,1623,29,1611.0333486639677,1600–1999,37,Active,Club Player
12970952,Player_1600–1999_0092,None,ARG,M,1995,1980,1934,1959,44,2011.264920489379,1600–1999,30,Active,Club Player
17901419,Player_1600–1999_0093,None,Other,M,1964,1724,1652,1724,100,1747.4121286862805,1600–1999,61,Active,Club Player
72295629,Player_1600–1999_0094,FM,CAN,M,1975,1745,1698,1703,99,1805.7280779510975,1600–1999,50,Active,Titled
29441610,Player_1600–1999_0095,None,NED,M,2003,1780,1801,1868,62,1744.3389346910667,1600–1999,22,Active,Club Player
66416005,Player_1600–1999_0096,None,ITA,M,1998,1820,1756,1683,89,1838.3144588217674,1600–1999,27,Active,Club Player
16828973,Player_1600–1999_0097,None,UKR,F,1987,1844,1767,1731,75,1826.998594882657,1600–1999,38,Active,Club Player
19001061,Player_1600–1999_0098,None,BRA,M,1982,1659,1583,1580,80,1627.4994128822339,1600–1999,43,Active,Club Player
77460403,Player_1600–1999_0099,None,NOR,M,1999,1635,1641,1667,92,1637.477786451725,1600–1999,26,Active,Club Player
52331390,Player_1600–1999_0100,None,NOR,M,1960,1987,1921,1865,20,1987.549678030403,1600–1999,65,Inactive,Club Player
31928834,Player_1600–1999_0101,None,Other,M,2001,1801,1818,1895,40,1814.7722607064768,1600–1999,24,Active,Club Player
72925890,Player_1600–1999_0102,None,BRA,M,1998,1802,1745,1669,67,1795.391323685301,1600–1999,27,Active,Club Player
88646115,Player_1600–1999_0103,None,ARG,M,1967,1780,1820,1861,41,1797.1015075322612,1600–1999,58,Active,Club Player
34367658,Player_1600–1999_0104,None,JPN,M,1995,1715,1674,1705,32,1700.6457591447975,1600–1999,30,Active,Club Player
47642400,Player_1600–1999_0105,None,BRA,M,1965,1836,1841,1780,43,1830.3286382302265,1600–1999,60,Active,Club Player
26465909,Player_1600–1999_0106,None,Other,M,2002,1754,1785,1747,54,1735.0314448855224,1600–1999,23,Active,Club Player
14492794,Player_1600–1999_0107,None,BRA,F,1955,1959,1955,2026,76,2016.2044496418323,1600–1999,70,Inactive,Club Player
19246869,Player_1600–1999_0108,CM,GBR,F,1966,1744,1737,1692,68,1792.0899768429017,1600–1999,59,Active,Titled
16210551,Player_1600–1999_0109,None,USA,F,1964,1887,1822,1783,28,1867.531144174593,1600–1999,61,Active,Club Player
66946651,Player_1600–1999_0110,None,TUR,M,2003,1603,1624,1696,58,1616.5071427495163,1600–1999,22,Active,Club Player
34805235,Player_1600–1999_0111,None,TUR,M,1983,1803,1853,1874,47,1801.3456344810706,1600–1999,42,Active,Club Player
60269137,Player_1600–1999_0112,None,JPN,M,1970,1607,1539,1475,74,1624.2156617984429,1600–1999,55,Active,Club Player
15143284,Player_1600–1999_0113,None,GBR,M,1990,1798,1706,1778,34,1799.1600372590215,1600–1999,35,Active,Club Player
